passenger_id,first_name,last_name,frequent_flyer,weight,travel_style,baggage_count,check_in_preference,hair,eyes,skin_tone,clothes
P10786,Niamh,Suzuki,NO,2,FAMILY,2,KIOSK,black,blue,tone_2,suit
P10787,Niklas,Anderson,NO,1,SOLO,1,KIOSK,black_f,black,tone_2,red
P10788,Yuna,Richards,NO,3,BUSINESS,0,ONLINE,brunette,blue,tone_5,blue
P10789,Molly,Petit,NO,2,LEISURE,0,ONLINE,black,black,tone_6,blue
P10790,Jules,Francis,NO,1,FAMILY,2,ONLINE,brunette_f,black,tone_3,olive+green
P10791,Bao,Ricci,NO,1,LEISURE,1,ONLINE,blonde_f,blue,tone_6,red
P10792,Jordan,Stewart,NO,1,SOLO,1,ONLINE,blonde,blue,tone_4,suit
P10793,Mei,Parker,NO,2,LEISURE,1,DESK,brunette_f,blue,tone_2,olive+green
P10794,Chiara,Jung,NO,1,BUSINESS,0,ONLINE,blonde_f,black,tone_2,red
P10795,Rin,Brar,NO,1,SOLO,1,KIOSK,black,black,tone_2,red
P10796,Neil,Dhillon,NO,1,BUSINESS,1,ONLINE,blonde,blue,tone_6,olive+green
P10797,Amrit,Balogun,NO,2,LEISURE,2,KIOSK,blonde_f,blue,tone_2,red
P10798,Yusuf,Khan,NO,1,FAMILY,2,DESK,black_f,blue,tone_4,blue
P10799,Aiko,Morgan,NO,1,FAMILY,2,DESK,black_f,blue,tone_1,suit
P10800,Aanya,Malhotra,NO,3,LEISURE,1,DESK,brunette_f,blue,tone_4,red
P10801,Theo,Kelly,NO,2,FAMILY,1,DESK,black,black,tone_2,red
P10802,Ronan,Perez,NO,2,LEISURE,1,ONLINE,black_f,black,tone_2,olive+green
P10803,Yusuf,Stewart,NO,1,LEISURE,0,DESK,brunette_f,black,tone_3,red
P10804,Casey,Jones,NO,1,LEISURE,1,DESK,brunette_f,black,tone_6,olive+green
P10805,Diego,Sanchez,YES,5,FAMILY,3,DESK,black_f,black,tone_6,red
P10806,Georgia,Shah,NO,3,SOLO,1,ONLINE,blonde,blue,tone_2,olive+green
P10807,Thao,Thompson,NO,1,FAMILY,2,DESK,brunette_f,black,tone_6,olive+green
P10808,Isla,Brar,YES,6,FAMILY,3,DESK,blonde_f,black,tone_3,olive+green
P10809,Eoin,Weber,NO,2,SOLO,0,ONLINE,brunette_f,blue,tone_3,olive+green
P10810,Joon,Smith,NO,1,LEISURE,2,DESK,blonde,blue,tone_3,red
P10811,Neil,Sanchez,NO,1,LEISURE,1,KIOSK,brunette,black,tone_1,olive+green
P10812,Khalid,Yang,NO,3,LEISURE,0,DESK,brunette,black,tone_2,olive+green
P10813,Noor,Young,YES,9,FAMILY,2,DESK,black,blue,tone_3,blue
P10814,Harpreet,Conti,YES,8,SOLO,1,KIOSK,brunette_f,blue,tone_2,olive+green
P10815,Omar,Kaur,NO,1,LEISURE,0,KIOSK,blonde_f,black,tone_2,red
P10816,Camille,Nair,NO,3,FAMILY,2,DESK,blonde_f,blue,tone_5,blue
P10817,Morgan,Dang,NO,3,FAMILY,2,DESK,black_f,blue,tone_1,blue
P10818,Hana,Dubois,NO,3,FAMILY,2,ONLINE,blonde,black,tone_1,blue
P10819,Rahul,Yang,NO,2,LEISURE,1,ONLINE,blonde,black,tone_3,red
P10820,Alejandro,Davies,NO,2,LEISURE,1,KIOSK,brunette,blue,tone_4,red
P10821,Felix,Shah,NO,3,BUSINESS,0,ONLINE,blonde_f,black,tone_6,olive+green
P10822,Kavya,Park,NO,1,LEISURE,1,DESK,black,blue,tone_1,blue
P10823,Ishaan,Sanchez,NO,1,BUSINESS,1,ONLINE,brunette_f,blue,tone_3,red
P10824,Rahul,Carter,YES,10,LEISURE,1,KIOSK,brunette_f,black,tone_6,red
P10825,Jacob,Yang,YES,10,LEISURE,1,ONLINE,blonde,black,tone_6,suit
P10826,Dhruv,Petit,NO,1,LEISURE,1,DESK,blonde_f,black,tone_2,red
P10827,Nadia,Phan,NO,3,BUSINESS,0,ONLINE,black,blue,tone_4,blue
P10828,Aarav,Desai,NO,2,SOLO,2,DESK,black_f,black,tone_5,blue
P10829,Taylor,Conti,NO,1,LEISURE,1,ONLINE,black,black,tone_2,olive+green
P10830,Matteo,Sanchez,NO,2,FAMILY,3,DESK,brunette_f,black,tone_3,blue
P10831,Jamie,Hoang,NO,1,FAMILY,2,DESK,brunette,black,tone_4,red
P10832,Amina,Petit,YES,9,BUSINESS,1,ONLINE,brunette_f,black,tone_2,blue
P10833,Mila,Garcia,NO,1,LEISURE,0,ONLINE,blonde,blue,tone_6,blue
P10834,Aanya,Gallagher,YES,7,LEISURE,1,ONLINE,brunette,blue,tone_4,red
P10835,Arjun,Wilson,NO,2,SOLO,1,KIOSK,brunette,black,tone_5,olive+green
P10836,Omar,Park,NO,1,LEISURE,1,DESK,black,blue,tone_2,suit
P10837,Hao,Carter,NO,2,FAMILY,2,DESK,brunette,blue,tone_5,red
P10838,Abena,Jones,NO,1,BUSINESS,0,DESK,brunette_f,blue,tone_5,olive+green
P10839,Taylor,Balogun,NO,2,LEISURE,1,KIOSK,brunette,blue,tone_3,blue
P10840,Noor,Bui,NO,1,SOLO,1,ONLINE,black_f,black,tone_4,olive+green
P10841,Harriet,Eze,YES,7,BUSINESS,0,DESK,black_f,black,tone_2,blue
P10842,Luca,Kang,NO,2,LEISURE,1,KIOSK,black,blue,tone_6,suit
P10843,Jakub,Kang,YES,9,FAMILY,2,DESK,blonde_f,blue,tone_2,blue
P10844,Diego,Yang,NO,2,FAMILY,3,KIOSK,brunette_f,blue,tone_4,suit
P10845,Jaspreet,Doyle,NO,2,BUSINESS,0,DESK,blonde,blue,tone_2,red
P10846,Bethany,Durand,NO,2,FAMILY,3,KIOSK,black_f,black,tone_1,olive+green
P10847,Kavya,Patel,NO,1,LEISURE,1,ONLINE,blonde,blue,tone_5,olive+green
P10848,Minji,Gupta,YES,9,FAMILY,3,ONLINE,blonde_f,blue,tone_5,suit
P10849,Hana,Schneider,NO,1,FAMILY,1,ONLINE,black,blue,tone_6,red
P10850,Jian,Kelly,YES,7,BUSINESS,1,ONLINE,black_f,black,tone_2,suit
P10851,Gurleen,Ito,NO,1,FAMILY,2,DESK,black_f,blue,tone_1,suit
P10852,Dhruv,Eze,NO,3,FAMILY,2,DESK,brunette,blue,tone_5,red
P10853,Vivaan,Grant,NO,2,SOLO,1,ONLINE,black,black,tone_2,olive+green
P10854,James,Evans,YES,6,BUSINESS,1,ONLINE,brunette_f,blue,tone_4,suit
P10855,Haruto,Martinez,NO,1,LEISURE,1,ONLINE,brunette_f,blue,tone_4,blue
P10856,Priya,Tanaka,NO,3,LEISURE,0,ONLINE,brunette_f,black,tone_4,blue
P10857,Cian,Malhotra,YES,9,LEISURE,1,ONLINE,black,blue,tone_3,suit
P10858,Declan,Verma,YES,7,SOLO,0,KIOSK,brunette,black,tone_4,blue
P10859,William,Brar,NO,1,LEISURE,0,KIOSK,blonde,blue,tone_3,red
P10860,Amara,Sharma,YES,8,LEISURE,1,ONLINE,blonde,blue,tone_1,blue
P10861,Luca,Russell,NO,1,BUSINESS,1,ONLINE,black,blue,tone_6,blue
P10862,Vihaan,Tran,YES,9,LEISURE,0,ONLINE,blonde,black,tone_2,blue
P10863,Thomas,Richards,NO,1,LEISURE,0,ONLINE,brunette_f,blue,tone_5,olive+green
P10864,Kofi,Johnson,NO,2,FAMILY,2,KIOSK,blonde,black,tone_5,red
P10865,Henry,Francis,YES,8,LEISURE,1,DESK,blonde,blue,tone_4,olive+green
P10866,Rohan,Okafor,NO,1,LEISURE,1,KIOSK,black_f,black,tone_5,suit
P10867,Jules,Choi,NO,1,SOLO,0,ONLINE,brunette,blue,tone_5,olive+green
P10868,Jisoo,Lewandowski,NO,2,SOLO,1,KIOSK,brunette_f,black,tone_5,suit
P10869,Nadia,Bernard,YES,7,LEISURE,1,ONLINE,brunette_f,black,tone_5,blue
P10870,Isla,Owusu,NO,1,SOLO,0,DESK,black_f,blue,tone_3,blue
P10871,Yuna,Schneider,NO,2,LEISURE,0,DESK,brunette_f,black,tone_2,suit
P10872,Yasmin,Rao,NO,1,BUSINESS,0,ONLINE,blonde_f,blue,tone_6,red
P10873,Emilia,Evans,NO,2,LEISURE,1,KIOSK,brunette,blue,tone_2,olive+green
P10874,Alejandro,Saleh,NO,1,FAMILY,1,DESK,brunette_f,blue,tone_3,suit
P10875,Theo,Thompson,NO,2,LEISURE,1,DESK,blonde_f,blue,tone_1,blue
P10876,Valentina,Ali,NO,1,BUSINESS,1,ONLINE,blonde_f,blue,tone_2,suit
P10877,Jonas,Yoon,NO,1,BUSINESS,1,ONLINE,blonde,black,tone_1,blue
P10878,Minho,Pham,YES,8,LEISURE,1,ONLINE,brunette_f,blue,tone_5,suit
P10879,Zofia,Brown,YES,7,FAMILY,1,DESK,brunette_f,blue,tone_2,red
P10880,Niamh,Pham,NO,1,LEISURE,1,KIOSK,black,blue,tone_6,red
P10881,Leo,Wu,NO,1,LEISURE,1,ONLINE,brunette,blue,tone_5,suit
P10882,Lily,Carter,NO,1,BUSINESS,1,ONLINE,black,blue,tone_3,olive+green
P10883,Amrit,Malik,YES,9,LEISURE,0,DESK,black,blue,tone_4,red
P10884,Ella,Kone,NO,3,BUSINESS,1,KIOSK,brunette_f,blue,tone_3,blue
P10885,Muhammad,Perez,YES,7,LEISURE,1,DESK,blonde,black,tone_5,suit
P10886,Jasleen,Nair,YES,8,FAMILY,2,DESK,black_f,blue,tone_6,olive+green
P10887,Yusuf,Jung,NO,3,LEISURE,1,KIOSK,brunette_f,blue,tone_2,blue
P10888,Aaliyah,Gupta,NO,1,FAMILY,3,DESK,black,black,tone_6,olive+green
P10889,Faris,Mitchell,YES,9,SOLO,1,KIOSK,blonde,blue,tone_6,red
P10890,Ngozi,Hoang,NO,2,FAMILY,2,ONLINE,blonde_f,blue,tone_1,olive+green
P10891,Nhi,Stewart,NO,2,BUSINESS,1,KIOSK,blonde_f,blue,tone_2,suit
P10892,Sophie,Kaur,NO,2,BUSINESS,1,ONLINE,black,blue,tone_5,suit
P10893,Emeka,Garcia,YES,10,FAMILY,2,KIOSK,brunette,blue,tone_5,blue
P10894,Linh,Joshi,NO,1,LEISURE,2,ONLINE,brunette_f,black,tone_5,olive+green
P10895,Tao,Akhtar,NO,3,LEISURE,1,KIOSK,blonde,blue,tone_1,olive+green
P10896,Morgan,Lee,YES,5,LEISURE,1,KIOSK,brunette_f,blue,tone_1,suit
P10897,Amrit,Mahmood,YES,9,BUSINESS,0,ONLINE,blonde,blue,tone_4,olive+green
P10898,Kenji,Francis,NO,2,LEISURE,2,ONLINE,black,black,tone_2,blue
P10899,Lucie,Mahmood,YES,9,LEISURE,1,ONLINE,blonde,black,tone_4,red
P10900,James,Parker,NO,1,LEISURE,2,DESK,brunette_f,blue,tone_5,red
P10901,Marco,Park,NO,1,LEISURE,1,ONLINE,brunette,blue,tone_2,olive+green
P10902,Wei,Bamba,NO,1,LEISURE,0,DESK,brunette_f,blue,tone_4,olive+green
P10903,Dhruv,Shah,NO,3,BUSINESS,1,ONLINE,blonde_f,blue,tone_1,olive+green
P10904,Jordan,Malhotra,NO,2,LEISURE,1,KIOSK,blonde_f,black,tone_1,olive+green
P10905,Abena,Wisniewski,YES,8,LEISURE,0,DESK,blonde_f,black,tone_3,suit
P10906,Ama,Boateng,NO,2,BUSINESS,0,ONLINE,black,black,tone_2,red
P10907,Sebastian,Adeyemi,NO,1,BUSINESS,0,ONLINE,brunette_f,black,tone_3,suit
P10908,Bilal,Muller,NO,2,LEISURE,1,DESK,black,blue,tone_3,red
P10909,Alessia,Reed,NO,1,FAMILY,3,DESK,black,blue,tone_5,blue
P10910,Aaliyah,Akhtar,NO,1,SOLO,1,KIOSK,brunette,black,tone_3,suit
P10911,Kojo,Khan,NO,1,BUSINESS,0,ONLINE,blonde,blue,tone_1,red
P10912,Camille,Adeyemi,NO,2,FAMILY,2,KIOSK,blonde_f,black,tone_4,suit
P10913,Oisin,Kapoor,YES,9,LEISURE,0,DESK,black,black,tone_5,red
P10914,Salma,Leroy,NO,1,BUSINESS,0,ONLINE,blonde_f,black,tone_1,blue
P10915,Jules,Kelly,NO,1,LEISURE,1,DESK,black,black,tone_6,suit
P10916,Luke,Campbell,NO,1,LEISURE,1,ONLINE,black,blue,tone_6,red
P10917,Michael,Traore,NO,1,LEISURE,1,ONLINE,brunette,black,tone_6,suit
P10918,Charlotte,Davies,NO,1,SOLO,1,KIOSK,brunette_f,black,tone_6,red
P10919,Greta,Zhang,NO,1,FAMILY,2,DESK,black_f,black,tone_5,suit
P10920,Noor,Nwosu,NO,3,LEISURE,1,ONLINE,black_f,black,tone_6,blue
P10921,Muhammad,Kapoor,YES,9,FAMILY,2,DESK,black_f,blue,tone_2,red
P10922,Manpreet,Rossi,NO,1,BUSINESS,1,DESK,black_f,blue,tone_5,olive+green
P10923,Jisoo,Bernard,NO,1,BUSINESS,0,ONLINE,blonde,black,tone_5,blue
P10924,Ishaan,Pham,NO,2,LEISURE,1,DESK,blonde,black,tone_6,blue
P10925,Ryan,Asante,NO,1,SOLO,1,DESK,blonde,blue,tone_2,suit
P10926,Ryan,Zhou,NO,1,SOLO,0,ONLINE,blonde,blue,tone_3,blue
P10927,Diya,Young,NO,2,LEISURE,0,KIOSK,blonde,blue,tone_1,red
P10928,Cameron,Muller,NO,1,FAMILY,3,KIOSK,brunette,blue,tone_1,suit
P10929,Linh,Morgan,YES,6,LEISURE,2,ONLINE,brunette_f,blue,tone_6,blue
P10930,Olivia,Brown,NO,3,LEISURE,0,KIOSK,brunette,black,tone_4,olive+green
P10931,Amina,Mansour,NO,2,LEISURE,2,ONLINE,brunette,black,tone_4,suit
P10932,Kiet,Gallagher,NO,2,LEISURE,1,DESK,brunette_f,black,tone_5,red
P10933,Jamie,Brown,NO,1,BUSINESS,2,ONLINE,brunette_f,black,tone_5,olive+green
P10934,Hyejin,Collins,NO,1,FAMILY,1,DESK,black,black,tone_3,suit
P10935,Isla,Xu,YES,8,BUSINESS,1,ONLINE,brunette_f,blue,tone_2,olive+green
P10936,Rohan,Yamamoto,NO,3,SOLO,1,KIOSK,blonde,black,tone_4,suit
P10937,Aryan,Sidhu,NO,2,LEISURE,0,ONLINE,brunette_f,black,tone_6,olive+green
P10938,Nisha,Byrne,NO,1,FAMILY,2,KIOSK,brunette,blue,tone_6,blue
P10939,Mandeep,Williams,NO,1,LEISURE,0,KIOSK,black_f,blue,tone_4,blue
P10940,Theo,Doyle,NO,3,SOLO,1,KIOSK,brunette,blue,tone_4,blue
P10941,Mei,Watson,NO,1,FAMILY,3,DESK,black_f,blue,tone_5,suit
P10942,Nathan,Byrne,NO,2,SOLO,1,ONLINE,blonde_f,black,tone_1,blue
P10943,Harriet,Bamba,NO,1,LEISURE,0,DESK,black,black,tone_5,olive+green
P10944,Mateo,Takahashi,YES,6,LEISURE,1,KIOSK,black,black,tone_4,suit
P10945,Veer,Jung,YES,10,FAMILY,1,ONLINE,blonde,black,tone_4,blue
P10946,Anja,Nwosu,NO,1,LEISURE,2,ONLINE,brunette,blue,tone_2,blue
P10947,Camila,Sharma,NO,3,LEISURE,1,ONLINE,brunette,blue,tone_2,suit
P10948,Jasleen,Gupta,NO,2,LEISURE,0,KIOSK,blonde,blue,tone_1,blue
P10949,Nia,Liu,NO,1,LEISURE,1,ONLINE,brunette,black,tone_5,olive+green
P10950,Mei,Liu,NO,2,LEISURE,1,ONLINE,black,blue,tone_1,olive+green
P10951,Nari,Moreau,NO,1,LEISURE,0,ONLINE,black_f,blue,tone_3,red
P10952,Henry,Esposito,NO,1,BUSINESS,0,DESK,blonde_f,black,tone_4,suit
P10953,Rahul,Bose,YES,9,LEISURE,1,ONLINE,black,black,tone_1,blue
P10954,Orla,Traore,NO,1,LEISURE,1,DESK,brunette,blue,tone_4,olive+green
P10955,Emeka,Malik,NO,3,LEISURE,1,ONLINE,brunette_f,blue,tone_4,blue
P10956,Yusuf,Pham,NO,2,FAMILY,1,DESK,blonde_f,blue,tone_2,olive+green
P10957,Avery,Smith,NO,1,FAMILY,3,ONLINE,black_f,black,tone_5,blue
P10958,Phoebe,Mitchell,NO,2,LEISURE,1,ONLINE,brunette,black,tone_6,olive+green
P10959,Gabriel,Howard,YES,9,SOLO,2,DESK,black,black,tone_1,olive+green
P10960,Karan,Gomez,NO,1,FAMILY,2,ONLINE,black_f,blue,tone_6,blue
P10961,Cameron,Carter,NO,1,BUSINESS,0,ONLINE,brunette,blue,tone_4,olive+green
P10962,Nisha,Campbell,NO,1,SOLO,0,ONLINE,brunette_f,black,tone_6,olive+green
P10963,Tomasz,Eze,NO,2,FAMILY,2,ONLINE,blonde_f,black,tone_6,olive+green
P10964,Ibrahim,Bui,NO,3,LEISURE,1,KIOSK,blonde,black,tone_6,suit
P10965,Olivia,Kaur,NO,3,LEISURE,1,DESK,brunette,black,tone_1,red
P10966,Sakura,Johnson,NO,2,FAMILY,3,KIOSK,brunette_f,blue,tone_6,olive+green
P10967,Soyeon,Verma,NO,1,LEISURE,1,DESK,black,black,tone_3,blue
P10968,Ava,Diallo,YES,8,FAMILY,1,DESK,black,black,tone_3,blue
P10969,Linh,Wu,NO,3,SOLO,1,DESK,brunette_f,black,tone_1,blue
P10970,Zain,Vu,NO,3,FAMILY,2,KIOSK,blonde,blue,tone_1,suit
P10971,Ella,Jackson,NO,1,FAMILY,3,KIOSK,black,black,tone_4,olive+green
P10972,Marek,Thompson,YES,7,LEISURE,2,ONLINE,black,black,tone_5,red
P10973,Jaspreet,Robinson,NO,1,BUSINESS,0,ONLINE,blonde,blue,tone_6,olive+green
P10974,Muhammad,Gallagher,NO,1,LEISURE,1,KIOSK,blonde_f,blue,tone_3,red
P10975,Greta,Iyer,NO,3,FAMILY,2,DESK,blonde,black,tone_6,red
P10976,Tara,Dubois,NO,3,FAMILY,1,DESK,brunette,blue,tone_4,blue
P10977,Vihaan,Tanaka,NO,2,LEISURE,0,DESK,black,black,tone_6,blue
P10978,Nia,Boateng,NO,1,LEISURE,1,ONLINE,blonde,black,tone_6,suit
P10979,Yuki,Romano,NO,3,LEISURE,1,ONLINE,brunette_f,black,tone_6,red
P10980,Cian,Park,NO,1,LEISURE,1,ONLINE,blonde_f,black,tone_2,red
P10981,Sakura,Mahmood,NO,2,LEISURE,1,ONLINE,blonde,black,tone_3,red
P10982,Isabella,Yoon,NO,2,SOLO,1,ONLINE,brunette_f,black,tone_5,olive+green
P10983,Gabriel,Tran,NO,3,BUSINESS,0,ONLINE,brunette_f,black,tone_3,blue
P10984,Chiara,Gupta,NO,1,SOLO,2,KIOSK,brunette,blue,tone_1,red
P10985,Lucie,Kang,NO,2,SOLO,1,DESK,black_f,blue,tone_5,suit
P10986,Aryan,Bose,NO,1,SOLO,1,DESK,black_f,blue,tone_4,suit
P10987,Jamie,Khalil,NO,3,LEISURE,1,ONLINE,blonde_f,blue,tone_2,suit
P10988,Ruby,Nwosu,NO,3,LEISURE,2,ONLINE,brunette_f,blue,tone_2,olive+green
P10989,Daichi,Morgan,NO,2,LEISURE,1,KIOSK,black_f,black,tone_5,olive+green
P10990,Hannah,Gupta,NO,3,BUSINESS,1,KIOSK,black,blue,tone_6,red
P10991,Kavya,Wisniewski,YES,6,SOLO,1,ONLINE,brunette,black,tone_3,red
P10992,Marek,Gupta,NO,1,LEISURE,1,KIOSK,brunette_f,blue,tone_6,blue
P10993,Tunde,Wilson,NO,1,LEISURE,2,DESK,black,blue,tone_2,blue
P10994,Mei,Patel,NO,1,FAMILY,2,ONLINE,blonde,blue,tone_5,suit
P10995,Tomasz,Bamba,NO,1,FAMILY,3,DESK,blonde_f,blue,tone_1,suit
P10996,Noor,Kaur,NO,2,BUSINESS,0,ONLINE,blonde,black,tone_1,blue
P10997,Trang,Watson,YES,6,BUSINESS,1,DESK,black,black,tone_6,suit
P10998,Valentina,Kapoor,NO,1,FAMILY,2,DESK,blonde,blue,tone_4,red
P10999,Taylor,Dubois,NO,1,FAMILY,2,DESK,blonde,black,tone_5,olive+green
P11000,Lena,Morgan,NO,1,LEISURE,2,KIOSK,brunette,blue,tone_3,olive+green
P11001,Emeka,Phan,NO,1,SOLO,2,ONLINE,black_f,black,tone_2,blue
P11002,Jasleen,Garcia,NO,2,LEISURE,1,DESK,brunette_f,blue,tone_1,olive+green
P11003,Leo,Carter,NO,2,FAMILY,3,KIOSK,brunette,black,tone_2,suit
P11004,Sami,Ito,NO,1,LEISURE,1,ONLINE,blonde,blue,tone_5,blue
P11005,Niklas,Phan,NO,2,LEISURE,1,DESK,blonde,blue,tone_2,suit
P11006,Ayana,Lee,NO,1,LEISURE,1,DESK,blonde,blue,tone_5,blue
P11007,Ruby,Siddiqui,NO,3,SOLO,1,ONLINE,brunette,black,tone_5,suit
P11008,Hamza,Malik,YES,10,BUSINESS,1,ONLINE,blonde,black,tone_1,red
P11009,Mei,Rodriguez,NO,1,FAMILY,2,DESK,blonde,blue,tone_1,olive+green
P11010,Evie,Iqbal,NO,2,SOLO,0,DESK,blonde_f,blue,tone_6,blue
P11011,Tariq,Watson,NO,1,SOLO,1,KIOSK,brunette,blue,tone_1,red
P11012,Jun,Kaminski,NO,1,LEISURE,0,ONLINE,blonde_f,blue,tone_3,olive+green
P11013,Haruto,Hoang,YES,8,LEISURE,1,KIOSK,black_f,blue,tone_4,suit
P11014,Tao,Wu,NO,2,FAMILY,3,DESK,brunette,blue,tone_3,red
P11015,Isha,Dubois,NO,1,SOLO,1,ONLINE,black,blue,tone_4,red
P11016,Alejandro,Phan,NO,2,LEISURE,1,ONLINE,brunette_f,blue,tone_3,red
P11017,Samar,Esposito,YES,8,FAMILY,3,DESK,blonde_f,black,tone_4,blue
P11018,Diya,Kaur,NO,1,LEISURE,2,KIOSK,blonde,blue,tone_5,red
P11019,Soyeon,Huang,YES,7,SOLO,0,DESK,blonde,blue,tone_2,blue
P11020,Meera,Choi,NO,2,LEISURE,2,KIOSK,brunette,black,tone_1,blue
P11021,Greta,Cho,NO,2,LEISURE,1,ONLINE,brunette,black,tone_3,suit
P11022,Sebastian,Weber,YES,9,LEISURE,0,ONLINE,black,black,tone_1,blue
P11023,Ella,Morgan,NO,2,FAMILY,2,DESK,blonde,blue,tone_6,olive+green
P11024,Bethany,Keita,NO,3,LEISURE,1,ONLINE,brunette,black,tone_3,red
P11025,Amelia,Agyeman,NO,1,LEISURE,2,KIOSK,brunette,black,tone_2,blue
P11026,Kabir,Ahmed,NO,1,FAMILY,2,DESK,black,blue,tone_6,olive+green
P11027,Jun,Tran,NO,3,LEISURE,1,ONLINE,black_f,blue,tone_3,olive+green
P11028,Yuna,Doyle,YES,6,LEISURE,2,ONLINE,black,black,tone_1,blue
P11029,Sophia,Balogun,NO,2,LEISURE,1,ONLINE,brunette,black,tone_5,olive+green
P11030,Poppy,Kowalski,NO,1,FAMILY,2,DESK,black_f,black,tone_6,red
P11031,Daichi,Keita,YES,7,FAMILY,1,KIOSK,black_f,black,tone_6,olive+green
P11032,Trang,Wisniewski,YES,5,LEISURE,2,DESK,blonde,black,tone_3,olive+green
P11033,Abena,Bernard,NO,2,LEISURE,2,DESK,brunette_f,blue,tone_6,blue
P11034,Ali,Morgan,NO,1,LEISURE,0,DESK,brunette,black,tone_6,suit
P11035,Ibrahim,Eze,YES,5,LEISURE,0,DESK,blonde,black,tone_6,red
P11036,Tunde,Nwosu,YES,9,SOLO,0,DESK,blonde,black,tone_6,olive+green
P11037,Ayaan,Wu,NO,3,LEISURE,1,ONLINE,black_f,blue,tone_6,olive+green
P11038,Jack,Gill,NO,2,SOLO,1,KIOSK,brunette,blue,tone_5,olive+green
P11039,Evie,Rahman,NO,2,LEISURE,1,DESK,blonde,black,tone_5,olive+green
P11040,Priya,Kaur,NO,1,LEISURE,1,DESK,blonde_f,blue,tone_6,olive+green
P11041,Riley,Lopez,NO,1,LEISURE,1,DESK,blonde_f,black,tone_6,blue
P11042,Charlotte,Parker,NO,2,LEISURE,2,KIOSK,blonde,black,tone_1,blue
P11043,Amina,Khalil,NO,1,LEISURE,1,ONLINE,brunette,blue,tone_6,suit
P11044,Nadia,Choi,NO,2,FAMILY,3,ONLINE,blonde,blue,tone_6,red
P11045,Adam,Campbell,YES,9,LEISURE,1,ONLINE,blonde,black,tone_3,red
P11046,Sakura,Toure,NO,3,BUSINESS,1,ONLINE,blonde,blue,tone_4,olive+green
P11047,Dev,Malhotra,NO,3,FAMILY,2,KIOSK,black_f,black,tone_3,red
P11048,Ibrahim,Sow,NO,1,BUSINESS,2,ONLINE,brunette,black,tone_3,red
P11049,Sam,Ferrari,NO,2,BUSINESS,1,ONLINE,brunette_f,black,tone_2,red
P11050,Luca,Young,NO,2,LEISURE,1,ONLINE,brunette_f,black,tone_3,red
P11051,Yasmin,Gray,NO,1,LEISURE,1,ONLINE,brunette_f,blue,tone_1,blue
P11052,Layla,Brown,NO,2,LEISURE,1,KIOSK,brunette_f,black,tone_2,red
P11053,Santiago,Williams,NO,1,LEISURE,1,KIOSK,blonde,black,tone_1,red
P11054,Trang,Clarke,NO,3,LEISURE,0,ONLINE,blonde_f,blue,tone_3,olive+green
P11055,Adam,Iqbal,NO,1,SOLO,1,ONLINE,black_f,black,tone_5,olive+green
P11056,Kabir,Kumar,YES,5,SOLO,2,ONLINE,blonde_f,blue,tone_6,suit
P11057,Tariq,Eze,NO,2,SOLO,2,DESK,blonde,blue,tone_4,blue
P11058,Emilia,Kapoor,NO,2,BUSINESS,1,ONLINE,black_f,black,tone_5,olive+green
P11059,Cian,Akhtar,NO,1,LEISURE,1,ONLINE,black,blue,tone_1,olive+green
P11060,Louis,Desai,NO,3,BUSINESS,0,KIOSK,brunette_f,black,tone_4,blue
P11061,Kofi,Sidhu,NO,2,FAMILY,2,DESK,brunette,blue,tone_5,red
P11062,Aarav,Francis,NO,2,LEISURE,1,ONLINE,brunette_f,blue,tone_1,suit
P11063,Theo,Iyer,YES,6,LEISURE,1,ONLINE,blonde,blue,tone_5,suit
P11064,Leo,Anderson,NO,1,BUSINESS,0,KIOSK,black_f,blue,tone_3,red
P11065,Marek,Mansour,NO,2,FAMILY,2,ONLINE,blonde_f,blue,tone_4,olive+green
P11066,Violet,Brown,NO,2,FAMILY,2,DESK,black_f,black,tone_2,blue
P11067,Ava,Doyle,NO,1,FAMILY,1,ONLINE,black_f,black,tone_2,suit
P11068,Oisin,O'Brien,NO,1,SOLO,1,ONLINE,brunette,blue,tone_6,blue
P11069,Mila,Verma,NO,2,BUSINESS,0,KIOSK,blonde,black,tone_2,red
P11070,Yuki,Diallo,NO,1,BUSINESS,1,ONLINE,brunette_f,blue,tone_1,blue
P11071,Charlie,Anderson,NO,2,LEISURE,1,DESK,brunette_f,black,tone_5,olive+green
P11072,Isla,Garcia,NO,1,LEISURE,1,ONLINE,black,black,tone_4,red
P11073,Anja,Lewandowski,NO,1,LEISURE,1,KIOSK,brunette,black,tone_5,suit
P11074,Ayaan,Evans,NO,1,SOLO,1,ONLINE,blonde,blue,tone_1,suit
P11075,Ade,Takahashi,NO,3,SOLO,2,ONLINE,brunette_f,blue,tone_6,suit
P11076,Luca,Roberts,NO,2,BUSINESS,2,ONLINE,black_f,black,tone_5,blue
P11077,Samir,Shah,NO,2,BUSINESS,1,KIOSK,black_f,blue,tone_2,suit
P11078,Benjamin,Robinson,NO,1,FAMILY,2,KIOSK,brunette,black,tone_6,red
P11079,Meera,Anderson,NO,3,SOLO,2,DESK,blonde,blue,tone_3,suit
P11080,Nia,Brown,NO,2,LEISURE,1,DESK,blonde,blue,tone_1,red
P11081,Samir,Doyle,NO,1,LEISURE,1,DESK,black_f,blue,tone_1,olive+green
P11082,Grace,Weber,NO,3,FAMILY,2,ONLINE,blonde_f,blue,tone_1,red
